Book,Price,Link
Mountain Man,$21.71,https://www.audible.com/author/Steven-Gimbel/B001JP428Q?ref=a_search_c3_lAuthor_3_10_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Why Gender Matters,Free with Plus trial,https://www.audible.com/author/The-Great-Courses/B06XPWVHFB?ref=a_search_c3_lAuthor_3_10_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Raising Chickens for Dummies, 2nd Edition",$27.37,https://www.audible.com/search?searchNarrator=Steven+Gimbel&ref=a_search_c3_lNarrator_3_10_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Prequel,$36.50,https://www.audible.com/series/The-Great-Courses-Modern-Philosophy-Audiobooks/B00DNBCT8Y?ref=a_search_c3_lSeries_3_10_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Horrorst&ouml;r,Free with Plus trial,https://www.audible.com/pd/Quantum-Audiobook/B003WZ9Y2K?qid=1692093080&sr=1-51&ref=a_search_c3_lProduct_3_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Ember War,$13.01,https://www.audible.com/pd/Quantum-Audiobook/B003WZ9Y2K?qid=1692093080&sr=1-51&ref=a_search_c3_lProduct_3_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Channeling,Free with Plus trial,https://www.audible.com/author/Manjit-Kumar/B0032HW9M0?ref=a_search_c3_lAuthor_3_11_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Meditations,$17.00,https://www.audible.com/search?searchNarrator=Ray+Porter&ref=a_search_c3_lNarrator_3_11_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Soil Science for Gardeners,$15.61,https://www.audible.com/pd/Vax-Unvax-Audiobook/B0CDHP3Y3N?qid=1692093080&sr=1-52&ref=a_search_c3_lProduct_3_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Stuck,$24.95,https://www.audible.com/pd/Vax-Unvax-Audiobook/B0CDHP3Y3N?qid=1692093080&sr=1-52&ref=a_search_c3_lProduct_3_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Cult of the Constitution,$33.49,https://www.audible.com/author/Robert-F-Kennedy-Jr/B01IBU527Q?ref=a_search_c3_lAuthor_3_12_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dr. Mary's Monkey,$26.09,https://www.audible.com/search?searchAuthor=Brian+Hooker&ref=a_search_c3_lAuthor_3_12_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
On Being Included,Free with Plus trial,https://www.audible.com/pd/The-Surprising-Science-of-Meetings-Audiobook/1469096889?qid=1692093080&sr=1-53&ref=a_search_c3_lProduct_3_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Secret Science of Games,$4.99,https://www.audible.com/pd/The-Surprising-Science-of-Meetings-Audiobook/1469096889?qid=1692093080&sr=1-53&ref=a_search_c3_lProduct_3_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Serpent and the Wings of Night,"was $24.95
was $24.95",https://www.audible.com/author/Steven-G-Rogelberg/B079ZBR1KJ?ref=a_search_c3_lAuthor_3_13_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
UX Research,was $24.95,https://www.audible.com/search?searchNarrator=L.J.+Ganser&ref=a_search_c3_lNarrator_3_13_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Nova,was $24.95,https://www.audible.com/pd/Iron-Flame-Audiobook/B0C9V5SLQQ?qid=1692093080&sr=1-54&ref=a_search_c3_lProduct_3_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Slap in the Face,Free with Plus trial,https://www.audible.com/pd/Iron-Flame-Audiobook/B0C9V5SLQQ?qid=1692093080&sr=1-54&ref=a_search_c3_lProduct_3_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Conviction Machine,$15.72,https://www.audible.com/author/Rebecca-Yarros/B00HYKBU1W?ref=a_search_c3_lAuthor_3_14_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Galaxy on Fire: Publisher's Pack,$17.19,https://www.audible.com/search?searchNarrator=Rebecca+Soler&ref=a_search_c3_lNarrator_3_14_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
From Here to Equality,Free with Plus trial,https://www.audible.com/search?searchNarrator=Teddy+Hamilton&ref=a_search_c3_lNarrator_3_14_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Rise of Yeast,$23.62,https://www.audible.com/series/Empyrean-Audiobooks/B0CB11LYGJ?ref=a_search_c3_lSeries_3_14_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
18 Tiny Deaths,$20.99,https://www.audible.com/pd/The-Psychopath-Test-Audiobook/B0BQX14V8X?qid=1692093080&sr=1-55&ref=a_search_c3_lProduct_3_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Kits,$20.99,https://www.audible.com/pd/The-Psychopath-Test-Audiobook/B0BQX14V8X?qid=1692093080&sr=1-55&ref=a_search_c3_lProduct_3_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Narrow Road Between Desires,Free with Plus trial,https://www.audible.com/author/Jon-Ronson/B001H6KH4U?ref=a_search_c3_lAuthor_3_15_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Red Claw,$17.90,https://www.audible.com/search?searchNarrator=Jon+Ronson&ref=a_search_c3_lNarrator_3_15_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Art of War,Free with Plus trial,https://www.audible.com/pd/Death-Wave-Audiobook/B0149LZ1CM?qid=1692093080&sr=1-56&ref=a_search_c3_lProduct_3_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Ojal&aacute; mi pareja leyera este libro [I Wish My Partner Read This Book],$6.99,https://www.audible.com/pd/Death-Wave-Audiobook/B0149LZ1CM?qid=1692093080&sr=1-56&ref=a_search_c3_lProduct_3_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Lord Collector,Free with Plus trial,https://www.audible.com/author/Ben-Bova/B000AP7L52?ref=a_search_c3_lAuthor_3_16_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Two Necromancers, a Bureaucrat, and an Army of Golems",$23.62,https://www.audible.com/search?searchNarrator=Stefan+Rudnicki&ref=a_search_c3_lNarrator_3_16_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Innercise: The New Science to Unlock Your Brain's Hidden Power,$17.36,https://www.audible.com/series/Star-Quest-Audiobooks/B01MTK206Y?ref=a_search_c3_lSeries_3_16_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Planet of the Apes,Free with Plus trial,https://www.audible.com/pd/Vainglorious-Audiobook/B0CCF81YCX?qid=1692093080&sr=1-57&ref=a_search_c3_lProduct_3_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Forever,$26.06,https://www.audible.com/pd/Vainglorious-Audiobook/B0CCF81YCX?qid=1692093080&sr=1-57&ref=a_search_c3_lProduct_3_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Firefly: Big Damn Hero,Free with Plus trial,https://www.audible.com/author/Sandy-Mitchell/B002ITYJYE?ref=a_search_c3_lAuthor_3_17_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Skeletons Strike Back,$12.17,https://www.audible.com/search?searchNarrator=Stephen+Perring&ref=a_search_c3_lNarrator_3_17_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Wisdom Sits in Places,Free with Plus trial,https://www.audible.com/search?searchNarrator=Penelope+Rawlins&ref=a_search_c3_lNarrator_3_17_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Keeper Origins: The Complete Trilogy,$27.99,https://www.audible.com/search?searchNarrator=Christopher+Tester&ref=a_search_c3_lNarrator_3_17_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dragon Blood - Omnibus,Free with Plus trial,https://www.audible.com/search?searchNarrator=Andrew+James+Spooner&ref=a_search_c3_lNarrator_3_17_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Sovereign,$34.79,https://www.audible.com/series/Ciaphas-Cain-Warhammer-40000-Audiobooks/B07CN7BLYC?ref=a_search_c3_lSeries_3_17_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Coders at Work,Free with Plus trial,https://www.audible.com/pd/Psychology-and-Social-Science-Book-Audiobook/B0C6V49WL8?qid=1692093080&sr=1-58&ref=a_search_c3_lProduct_3_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Tokyo Raider,$17.19,https://www.audible.com/pd/Psychology-and-Social-Science-Book-Audiobook/B0C6V49WL8?qid=1692093080&sr=1-58&ref=a_search_c3_lProduct_3_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Computer Science Beginners Crash Course,Free with Plus trial,https://www.audible.com/search?searchAuthor=Travis+Barrineau&ref=a_search_c3_lAuthor_3_18_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Library of Souls,$17.49,https://www.audible.com/search?searchNarrator=Terry+Evans&ref=a_search_c3_lNarrator_3_18_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Perfect Storm,Free with Plus trial,https://www.audible.com/pd/The-Science-of-Love-Audiobook/B08VWSPP7G?qid=1692093080&sr=1-59&ref=a_search_c3_lProduct_3_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Tin Man: A Galaxy's Edge Prequel,$20.99,https://www.audible.com/pd/The-Science-of-Love-Audiobook/B08VWSPP7G?qid=1692093080&sr=1-59&ref=a_search_c3_lProduct_3_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Quantum Magician,Free with Plus trial,https://www.audible.com/author/Wind-Goodfriend/B07BHTV55L?ref=a_search_c3_lAuthor_3_19_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
American Buffalo,$21.29,https://www.audible.com/author/The-Great-Courses/B06XPWVHFB?ref=a_search_c3_lAuthor_3_19_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
House of Teeth,Free with Plus trial,https://www.audible.com/search?searchNarrator=Wind+Goodfriend&ref=a_search_c3_lNarrator_3_19_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dance Master,$18.26,https://www.audible.com/pd/The-Science-of-Sci-Fi-Audiobook/B07ZP9BGVX?qid=1692093080&sr=1-60&ref=a_search_c3_lProduct_3_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
First Sight,Free with Plus trial,https://www.audible.com/pd/The-Science-of-Sci-Fi-Audiobook/B07ZP9BGVX?qid=1692093080&sr=1-60&ref=a_search_c3_lProduct_3_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Blood, Fangs and Going Furry",$20.99,https://www.audible.com/author/Erin-Macdonald/B084Z7MQLN?ref=a_search_c3_lAuthor_3_20_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Climate Crisis and the Global Green New Deal,Free with Plus trial,https://www.audible.com/author/The-Great-Courses/B06XPWVHFB?ref=a_search_c3_lAuthor_3_20_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Cheating Death,$19.95,https://www.audible.com/search?searchNarrator=Erin+Macdonald&ref=a_search_c3_lNarrator_3_20_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YXNXVJQWWB6HNDBWT5TA&pageLoadId=t9z77DZk6ilnNili&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Starship and the Canoe,Free with Plus trial,https://www.audible.com/pd/The-Primal-Hunter-6-Audiobook/B0CC6FHBQM?qid=1692093098&sr=1-61&ref=a_search_c3_lProduct_4_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Trailer Park Trickster,$15.20,https://www.audible.com/pd/The-Primal-Hunter-6-Audiobook/B0CC6FHBQM?qid=1692093098&sr=1-61&ref=a_search_c3_lProduct_4_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Mind of the Raven,Free with Plus trial,https://www.audible.com/author/Zogarth/B09MV5DTRC?ref=a_search_c3_lAuthor_4_1_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
You Belong to the Universe,$5.95,https://www.audible.com/search?searchNarrator=Travis+Baldree&ref=a_search_c3_lNarrator_4_1_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Architects of Intelligence,Free with Plus trial,https://www.audible.com/series/The-Primal-Hunter-Audiobooks/B09MZKWFTB?ref=a_search_c3_lSeries_4_1_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Know Why You Believe,$27.38,https://www.audible.com/pd/Warship-Audiobook/B00W8DA84U?qid=1692093098&sr=1-62&ref=a_search_c3_lProduct_4_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The New Human Rights Movement,Free with Plus trial,https://www.audible.com/pd/Warship-Audiobook/B00W8DA84U?qid=1692093098&sr=1-62&ref=a_search_c3_lProduct_4_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Genesis,$26.05,https://www.audible.com/author/Joshua-Dalzelle/B00CKQXK22?ref=a_search_c3_lAuthor_4_2_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Genetics for Dummies,$23.13,https://www.audible.com/search?searchNarrator=Mark+Boyett&ref=a_search_c3_lNarrator_4_2_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Suicide of the West,Free with Plus trial,https://www.audible.com/series/Black-Fleet-Trilogy-Audiobooks/B00WAUU99K?ref=a_search_c3_lSeries_4_2_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Anatomy of Motive,$24.35,https://www.audible.com/pd/The-Science-of-the-Mind-Audiobook/B00DGD7WZ4?qid=1692093098&sr=1-63&ref=a_search_c3_lProduct_4_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Other People's Children,Free with Plus trial,https://www.audible.com/pd/The-Science-of-the-Mind-Audiobook/B00DGD7WZ4?qid=1692093098&sr=1-63&ref=a_search_c3_lProduct_4_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Age of Reason,$24.95,https://www.audible.com/author/Ernest-Holmes/B001H9VXHC?ref=a_search_c3_lAuthor_4_3_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Cancer Revolution,Free with Plus trial,https://www.audible.com/search?searchNarrator=Don+Hagen&ref=a_search_c3_lNarrator_4_3_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Russian Understanding of War,$1.43,https://www.audible.com/pd/The-Space-Race-Audiobook/B07SV4T7K7?qid=1692093098&sr=1-64&ref=a_search_c3_lProduct_4_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Lord of Stariel,Free with Plus trial,https://www.audible.com/pd/The-Space-Race-Audiobook/B07SV4T7K7?qid=1692093098&sr=1-64&ref=a_search_c3_lProduct_4_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Human Prehistory and the First Civilizations,$19.78,https://www.audible.com/author/Colin-Brake/B00QUF9ZFK?ref=a_search_c3_lAuthor_4_4_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Belonging,Free with Plus trial,https://www.audible.com/author/Patrick-Chapman/B001JOVV0O?ref=a_search_c3_lAuthor_4_4_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Death of Expertise,$24.95,https://www.audible.com/author/Richard-Hollingham/B002LUV0FQ?ref=a_search_c3_lAuthor_4_4_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=H1PDC5QVRJ3RDS8VP362&pageLoadId=PXxTFBYt3kB52dc4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
